ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
1849,FERIZAJ,Services,Not Provided,122,"Funizim me material ndertimor per rregullimin e bustit te Deshmorit te Kombit :Afrim Kalanica""-Ferizaj",2014,KADOLLI NNP,Shtime,20-Oct-14,"10,000","9,837.10",Not Provided,9837.1,-0.02
1857,PRISHTINE,Services,Not Provided,153,Transporti i nxenseve dhe arsimtareve ne vijat e reja rurale,2014,Not ProvidEd,Prishtine,12-Jan-15,"49,100","48,292.00",Not Provided,48292,-0.02
1865,FERIZAJ,Services,Not Provided,132,Riparimi I I kanalizimit fekal ne nje rrugice ne fsh. Varosh.,2014,ENISI NPSH,Ferizaj,27-Oct-14,"10,000","9,826.45",Not Provided,9826.45,-0.02
1874,FERIZAJ,Supply,Municipal Budget,59,Furnizimi me dy aparate Hematologjike per QMF -I- dhe QMF -II-Ferizaj,2014,ATOM MED NTSH,Ferizaj,30-Jun-14,"10,000","9,820.00",Not Provided,9820,-0.02
1884,GJAKOVE,Supply,National Budget,76,_Furnizim me paisje elektronike Ó,2014,KIBERNETIKA,Gjakove,22-Dec-14,"5,723","5,615.00",Not Provided,5615,-0.02
1888,VITI,Supply,Not Provided,22,Furnizimi me veshmbathje verore per Sherbimin e zjarrfikesve,2014,RIFAT-V,Viti,12-May-14,"2,700","2,648.00",0,2648,-0.02
1901,HANI I ELEZIT,Services,Municipal Budget,22,Suvatimi I shkolles se Krivenikut dhe shkolles se Rezhances (sipas nevojes),2014,VALI COM NN,Hani I Elezit,10-Jul-14,"5,100","4,998.00",0,4998,-0.02
1904,FERIZAJ,Supply,Municipal Budget,4,"Furnizimi me tonera per nevojat e Administrates Komunale, shkollave, QKMF-se,BZ-se dhe QPS-se ne Ferizaj.",2014,LIBRI NTP,Ferizaj,12-Feb-14,"3,000","2,939.00",Not Provided,2939,-0.02
1906,VITI,Services,Not Provided,83,Mirmbajtja e pajisjeve kompjuterike te Teknologjise informative,2014,FURSINE KOSOVA,Viti,3-Dec-14,"9,900","9,698.25",0,9698.25,-0.02
1907,FERIZAJ,Services,Not Provided,106,Furnizim me 6(gjashte )perzierese te gjaku per nevoja e laboratorit ne QKMF-Ferizaj,2014,ATOM MED NTSH,Ferizaj,30-Sep-14,"9,800","9,600.00",Not Provided,9600,-0.02
1908,PRISHTINE,Jobs,Not Provided,106,Rekonstruimet metalike dhe punimi I dyerve te hyrjes ne kthinat e Stadionit,2014,KAWA GROUP,Suhareke,4-Sep-14,"9,500","9,305.00",Not Provided,9305,-0.02
1910,FERIZAJ,Jobs,Not Provided,131,"Rregullimii I oborrit te shk. Fill.""Abetarja"" paralelja e ndare ne fsh. Sazli",2014,AZLA SM,Ferizaj,24-Oct-14,"10,000","9,790.40",Not Provided,9790.4,-0.02
1914,GJAKOVE,Jobs,Municipal Budget,58,_Sanimi i platos se tregut te gjelbertÓ,2014,BALA,Gjakove,21-Oct-14,"34,953","34,197.06",Not Provided,34197.06,-0.02
1924,PRISHTINE,Supply,Not Provided,151,Furnizimi me printer dhe pajisje tjera per perpunimin e kartelave,2014,SOLVIT,Prishtine,11-Nov-14,"4,500","4,397.00",Not Provided,4397,-0.02
1936,PRISHTINE,Services,Not Provided,179,"organizimi I manifestimit kulturor me rastin e ""28 Nentorit"" Dites se Flamurit - pjesa teknike",2014,LIGHT DESIGN STUDIO,Prishtine,25-Nov-14,"10,000","9,760.00",Not Provided,9760,-0.02
1943,PRISHTINE,Supply,Not Provided,138,Furnizimi me Llaptop dhe krijimi I aplikacioneve per digjitalizimin e vizitave sistematike ne shkolla,2014,KIT,Prishtine,17-Oct-14,"9,250","9,020.00",Not Provided,9020,-0.02
1944,VITI,Supply,Not Provided,67,Furnizimi dhe vendosja e pritoreve ne lokacione te ndryshme,2014,FLORING,Viti,7-Nov-14,"6,162","6,008.00",0,6008,-0.02
1948,PRISHTINE,Services,Not Provided,77,Pastrimi dhe mirembajtja e objekteve shkollore te shkollave fillore,2014,MSS,Prishtine,12-Sep-14,"320,000","311,996.28",Not Provided,311996.28,-0.03
1963,VITI,Supply,Not Provided,84,Furnizimi me material te shtypur per nevoja e gjitha njesive shpenzuese,2014,ERA,Ferizaj,8-Dec-14,"9,900","9,638.00",0,9638,-0.03
1964,FERIZAJ,Supply,Not Provided,69,Furnizim me mjete dhe vegla pune per nevojat e Administrates Kominale,2014,INVEST GROP SHPK,Ferizaj,22-Jul-14,"5,000","4,865.55",Not Provided,4865.55,-0.03
1967,GJAKOVE,Services,National Budget,63,_Instalimi i moduleve per program te intranetitÓ,2014,ATI KOS,Gjakove,17-Oct-14,"9,870","9,600.00",Not Provided,9600,-0.03
1975,FERIZAJ,Services,Municipal Budget,7,Bartja e nxenesve me nevoja te veqanta ne relacionin Ferizaj- Prizren dhe anasjelltas.,2014,SHA MERKATORI,Gjilan,12-Mar-14,"2,500","2,430.00",Not Provided,2430,-0.03
1978,FERIZAJ,Jobs,Not Provided,89,Pastrimi I terenit dhe per gatitja e siperfaqes per fillimin e punimeve te Qerdhes se Re,2014,PRISHTINA NPN,Prishtine,26-Aug-14,"7,000","6,801.45",Not Provided,6801.45,-0.03
1993,PRISHTINE,Supply,Not Provided,5,Furnizimi dhe montimi I laures ne hyrje te parkut Germia,2014,PROFESIONAL ALARM,Prishtine,19-Feb-14,"5,000","4,849.52",Not Provided,4849.52,-0.03
1999,GJAKOVE,Services,National Budget,14,_Mirembajtja e higjienes se objekteve te KPSh-se dhe QPS-se ne Komunes se Gjakoves Ó,2014,SFK,Prizren,26-May-14,"100,000","96,910.80",Not Provided,96910.8,-0.03
2001,HANI I ELEZIT,Services,Municipal & National Budget,13,Meremetimi dhe punimi I disa pusetave te ujesjellsit neper disa lagje te Hanit te Elezit,2014,PASTERTIA NTSH,Hani I Elezit,30-Apr-14,"5,500","5,328.00",0,5328,-0.03
2004,GJAKOVE,Jobs,National Budget,72,_Instalimi i ngrohjes se foajeut me fan-coil dhe radiator ne Pallatin e Kultures _Asim VokshiÓ,2014,FANKR,Gjakove,3-Dec-14,"9,870","9,556.00",Not Provided,9556,-0.03
2007,HANI I ELEZIT,Services,National Budget,21,"Sigurimi, regjistrimi I automjeteve te administrates, QKMF-se dhe sherbimit te zjarrfiksve - kontrate 1 vjecare",2014,KS DARDANIA,Prishtine,9-Jul-14,"3,800","3,677.33",0,3677.33,-0.03
2010,HANI I ELEZIT,Services,National Budget,42,Shtrim me kubeza ne Lagjen curri - rruga e rezervuarit,2014,ESKAVATORI SHPK,Ferizaj,15-Dec-14,"6,300","6,094.10",0,6094.1,-0.03
2019,FERIZAJ,Supply,Municipal Budget,18,Furnizimi me material ndertimor per rregullimin e bazamentit per bustin e Enver Topalli ne oborrin e shkolles ne fsh. Greme.,2014,BARDHI NTP,Ferizaj,10-Apr-14,"10,000","9,665.10",Not Provided,9665.1,-0.03
2022,FERIZAJ,Services,Not Provided,130,Germimi I dheut ne hapsiren me siperfaqe S=1300M2 ne ngastren nr.188 per ndertimin e qerdhes per femije.,2014,GANI COMPANY AG,Ferizaj,24-Oct-14,"10,000","9,656.60",Not Provided,9656.6,-0.03
2028,FERIZAJ,Services,Not Provided,114,Furnizim me lende djegese per ngrohje LOT-IV-Pelet,2014,VESA NBP,Ferizaj,14-Oct-14,"4,000","3,860.00",Not Provided,3860,-0.04
2053,FERIZAJ,Services,Not Provided,103,Furnizimi I fermereve me fidane te mjedres dhe sistemin pike-pike,2014,BIO BUZMI NPT,Ferizaj,24-Sep-14,"30,000","28,845.90",Not Provided,28845.9,-0.04
2061,GJAKOVE,Supply,National Budget,71,_Instalimi i kamerave dhe zhurmuesit ne Pallatin e Kultures _ Asim VokshiÓ Ó,2014,FIBERLINK,Gjakove,25-Nov-14,"6,476","6,219.50",Not Provided,6219.5,-0.04
2065,PRISHTINE,Services,Not Provided,48,Vendosja e pajisjeve per sistemin e menaxh.te radhes te qytetareve ne Zyret e gjendjes Civile,2014,CYBER TECHONOLOGY,Gjilan,13-Jun-14,"10,000","9,600.00",Not Provided,9600,-0.04
2070,HANI I ELEZIT,Supply,Municipal Budget,12,Furnizim me inventar per QKMF-Hani I Elezit,2014,EXCLUSIVE FRASHERI CENTER NTP,Ferizaj,15-Apr-14,"5,200","4,986.00",0,4986,-0.04
2071,FERIZAJ,Jobs,Not Provided,112,"Suvatimi I jashtem I shkolles fillore ""Muharrem Shemzsdini"" ne Fshatin e Vjeter",2014,AGONI NPN,Ferizaj,9-Oct-14,"15,000","14,381.00",Not Provided,14381,-0.04
2077,HANI I ELEZIT,Supply,Municipal Budget,40,Furnizim me inventar dhe perde per Aneks-QKMF-Hani I Elezit,2014,EXCLUSIVE FRASHERI CENTER NTP,Ferizaj,15-Dec-14,"2,850","2,727.00",0,2727,-0.04
2080,FERIZAJ,Supply,Municipal Budget,17,"Furnizimi me pajisje te teknologjise informative dhe tonera (ngjyra) per nevojat e Administrates Komunale dhe institucioneve te tjera te cilat funksionojne ne kuader te Komunes se Ferizajt. 
LOT I _ Furnizim me pajisje te teknologjise informative,",2014,DATA PROGNET NSH,Ferizaj,10-Apr-14,"40,000","38,243.00",Not Provided,38243,-0.04
2085,GJAKOVE,Supply,National Budget,27,"_Furnizim me material shpenzues dhe reagensa per laborator biokimik-hematologjik
Pj.I-re: Furnizim me mjete dhe material hargjues",2014,KEIS PHARMACEUTICAL,Prishtine,23-Sep-14,"15,000","14,332.90",Not Provided,14332.9,-0.04
2087,HANI I ELEZIT,Services,Municipal & National Budget,28,"Riparimi i demeve te demtuara nga vershimet (Lagja e re, Gorance, Dimcê_-ujesjellsi etj)",2014,BARDHI NNP,Gjilan,22-Aug-14,"10,000","9,552.70",0,9552.7,-0.04
2089,FERIZAJ,Supply,Municipal Budget,6,Furnizimi me oksigjen per nevojat e pacienteve te QKMF-se ne Ferizaj.,2014,BUBEARI KOMERC NPTSH,Kacanik,28-Feb-14,"2,000","1,910.00",Not Provided,1910,-0.05
2092,GJAKOVE,Supply,National Budget,57,_Furnizim me nafte per ngrohjeÓ,2014,PETROL COMPANY,Prishtine,18-Nov-14,"207,900","198,431.10",Not Provided,198431.1,-0.05
2096,GJAKOVE,Supply,National Budget,56,_Furnizim me kompjutera dhe printeraÓ,2014,NOBELI,Gjakove,24-Sep-14,"3,699","3,530.00",Not Provided,3530,-0.05
2113,FERIZAJ,Services,Municipal Budget,1,Sigurimi fizik i objektit te Komunes dhe objekteve te QKMF-se ne Ferizaj - Aneks,2014,ROJET E NDERIT SHPK,Prishtine,8-Jan-14,"5,000",Not Provided,"4,751.44",4751.44,-0.05
2131,VITI,Jobs,Not Provided,54,Rregullimi i oborrit te QKMFs ne Viti,2014,YLLI DEKOR,Viti,9-Oct-14,"3,946","3,742.10",0,3742.1,-0.05
2132,PRISHTINE,Supply,Not Provided,202,Furnizim me bredha per festat e fundvitit,2014,ANEA,Fushe Kosove,19-Dec-14,"10,000","9,480.00",Not Provided,9480,-0.05
2133,GJAKOVE,Jobs,Municipal Budget,11,_Ndertimi i 10 serrave profesionale te tipit DST-2 me dimensione 30x8x4mÓ,2014,FATONI,Prizren,27-May-14,"40,000","37,919.90",Not Provided,37919.9,-0.05
2143,VITI,Supply,Not Provided,3,Furnizimi me material te imet dhe pajisje teknike per te gjitha njesite shpenzuese te komunes,2014,AGROSODOVINA,Viti,27-Feb-14,"9,800","9,267.70",0,9267.7,-0.05
2150,GJAKOVE,Supply,National Budget,27,"_Furnizim me material shpenzues dhe reagensa per laborator biokimik-hematologjik
Pj.II-te Furnizim me reagensa per ILAB ARIESÓ",2014,KEIS PHARMACEUTICAL,Prishtine,23-Sep-14,"10,000","9,446.44",Not Provided,9446.44,-0.06
2171,PRISHTINE,Services,Not Provided,143,Ofrimi I sherb. shendetesore dhe sherbimeve tjera te asistences per personat me aftesi te kufizuar,2014,HANDIKOS,Prishtine,20-Oct-14,"9,500","8,950.00",Not Provided,8950,-0.06
2173,PRISHTINE,Supply,Not Provided,4,Furnizimi me pajisje per sistemin e ngrohjes ne Institucione Parashkollore,2014,INSTALL ENGINEERING,Prishtine,3-Feb-14,"10,000","9,417.21",Not Provided,9417.21,-0.06
2174,HANI I ELEZIT,Services,Municipal & National Budget,44,Hapja e rruges nga lagja Brava deri te rezervuari I madh dhe riparimi I rezervuarit te ujesjellsit,2014,BAZAMENTI SHPK,Ferizaj,16-Dec-14,"5,500","5,178.99",0,5178.99,-0.06
2181,PRISHTINE,Services,Not Provided,85,Dita nderkombetare e Rinise,2014,PRISHTA SUMMER FEST,Prishtine,11-Aug-14,"7,500","7,050.00",Not Provided,7050,-0.06
2182,HANI I ELEZIT,Supply,National Budget,33,Furnizim me IT per Shf.Ilaz Thaci,2014,CETI COMPUTERS NSH,Hani I Elezit,4-Dec-14,"1,500","1,410.00",0,1410,-0.06
2183,PRISHTINE,Jobs,Not Provided,14,Mirembajtja dhe riparimi I ashensoreve ne ndertesat e qytetit te Prishtines-Faza VI,2014,SET ASHENSOR,Prishtine,14-Apr-14,"100,000","93,996.00",Not Provided,93996,-0.06
2186,HANI I ELEZIT,Jobs,Municipal & National Budget,23,Rregullimi I hapsirave publike ne Gorance dhe Paldenice,2014,EL BAU SHPK,Gjilan,25-Sep-14,"85,000","79,870.60",0,79870.6,-0.06
2187,PRISHTINE,Jobs,Not Provided,88,Ndertimi I rrethrrotullimit ne dalje te Prishtines - drejtimi per Veternik,2014,KASTRIOTI,Carraleve,21-Aug-14,"9,323","8,760.00",Not Provided,8760,-0.06
2199,GJAKOVE,Supply,Municipal Budget,78,"""Furnizim me dhurata per Vitin E Ri """,2014,NERTILI,Gjakove,22-Dec-14,"3,515","3,296.80",Not Provided,3296.8,-0.06
2206,GJAKOVE,Jobs,Municipal Budget,61,_Sanimi i rruges se asfaltuar dhe ndertim i murit mbrojtes me kosha metalik te mbushur me inerte(gabiona)Ó,2014,ARFA,Sllup,2-Dec-14,"24,998","23,402.50",Not Provided,23402.5,-0.06
2209,PRISHTINE,Services,Not Provided,15,Pastrimi dhe mirembajtja e objekteve te KPSH-se ne Prishtine,2014,MSS,Prishtine,29-May-14,"250,000","233,955.36",Not Provided,233955.36,-0.06
2225,HANI I ELEZIT,Services,Municipal & National Budget,9,"Mirembajtja dhe pastrimi I rrugeve te qytetit dhe te Institucioneve te Hanit te Elezit(Komuna, shkollat, QKMF, Zjarrfiksat etj)",2014,PASTERTIA NTSH,Hani I Elezit,15-Apr-14,"5,350","4,987.00",0,4987,-0.07
2230,VITI,Services,Not Provided,69,"Sigurimi TPL,TPL+ dhe KASKO per veturat e Komunes se Vitise",2014,SIG KOS,Prishtine,29-Oct-14,"10,000","9,310.50",0,9310.5,-0.07
2231,PRISHTINE,Supply,Not Provided,62,Furnizimi dhe montimi I shtyllave Antipark ne qytet,2014,GLOBAL ING,Podujeve,9-Jul-14,"10,000","9,310.00",Not Provided,9310,-0.07
2248,PRISHTINE,Supply,Not Provided,41,"Furnizimi me pajisje per kabinete te fizikes, kimise dhe biologjise",2014,EURO LAB KRIJONI,Prishtine,4-Aug-14,"210,000","194,902.22",Not Provided,194902.22,-0.07
2249,HANI I ELEZIT,Jobs,Municipal & National Budget,34,Vendosja e gypit te ujesjellsit nga Lagja Bush deri ne Rrafshe-te rezervuari - projekt 2 vjecar,2014,BARDHI NNP,Gjilan,5-Nov-14,"70,000","64,950.00",0,64950,-0.07
2250,FERIZAJ,Services,Municipal Budget,10,"Regjistrimi i automjeteve te Administrates Komunale, QKMF-se dhe BZ ne Ferizaj.",2014,KS SIGURIA SHPK,Prishtine,21-Mar-14,"20,000","18,555.20",Not Provided,18555.2,-0.07
2251,VITI,Supply,Not Provided,82,Furnizimi me artikuj ushqimor per te gjitha njesit shpenzuese te komunes,2014,BENI DONA PLAST,Prishtine,23-Dec-14,"41,000","38,024.20",0,38024.2,-0.07
2254,FERIZAJ,Supply,Municipal Budget,8,"LOT II: Servisimi i pajisjeve te TI-se per nevojat e adm. Komunale, shkollave, QKMF dhe QPS ne Ferizaj, pika 4 e ofertes (furnizim me ngjyra-toneraã).",2014,GASHI COM NSHP,Ferizaj,13-Mar-14,"3,000",Not Provided,"2,780.00",2780,-0.07
2261,HANI I ELEZIT,Supply,National Budget,14,Furnizim me pije te ndryshme per nevoja te administrates komunale - kontrate 1 vjecare,2014,BIFEA SAFETI DPT,Hani I Elezit,23-Apr-14,"6,200","5,739.91",0,5739.91,-0.07
2263,PRISHTINE,Services,Not Provided,111,Organizimi I trajnimeve ne lemin e perimtarise,2014,QENDRA PER ZHVILLIM RURAL,Prishtine,15-Oct-14,"1,600","1,480.00",Not Provided,1480,-0.08
2268,HANI I ELEZIT,Jobs,Municipal & National Budget,19,Asfaltimi I rruges Paldenice-Dermjak-sipas LOT-eve (LOT 1- Asfaltimi I rruges dhe LOT 2- Shtrim me kubeza),2014,BENI CONSTRUCTION NN,Viti,31-Jul-14,"200,000","184,647.81",0,184647.81,-0.08
2284,PRISHTINE,Services,Not Provided,117,"Hartimi I projektit kryesor zbatues per ""Ndertimin e stadionit ne Hajvali""",2014,AGA,Gjilan,30-Sep-14,"10,000","9,200.00",Not Provided,9200,-0.08
2288,PRISHTINE,Supply,Not Provided,73,Furnizimi dhe montimi I inventarit per administrate,2014,DUGLAS,Podujeve,4-Aug-14,"9,000","8,274.90",Not Provided,8274.9,-0.08
2293,FERIZAJ,Services,Municipal Budget,50,Akomodimi gjate eskurzionit tre ditor te punetoreve te QK.Durres-Shqiperi.,2014,ARDITI TOURS SHPK,Ferizaj,11-Jun-14,"4,000","3,674.88",Not Provided,3674.88,-0.08
2303,VITI,Jobs,Not Provided,18,Ndertimi i trotuarit ne fshatin Skifteraj,2014,AREA,Kamenice,30-May-14,"33,000","28,423.41","1,803.45",30226.86,-0.08
2317,FERIZAJ,Supply,Municipal Budget,14,Furnizimi me aparature per largimin e shpezeve (korbave) nga drunjet e trotuarit te qytetit.,2014,HOME SECURITY STORE SHPK,Ferizaj,2-Apr-14,"4,400","4,020.00",Not Provided,4020,-0.09
2322,FERIZAJ,Jobs,Not Provided,87,Meremtimi I QKMF-IVDHE objektit shendetesor ne fshatin Dardani,2014,AGONI NPN,Ferizaj,25-Aug-14,"5,130","4,682.00",Not Provided,4682,-0.09
2323,GJAKOVE,Supply,National Budget,45,_Furnizim me inventar per Zyren e Vendit Rogove dhe dy zyret e Kuvendit Komunal GjakoveÓ,2014,IMI,Gjakove,15-Aug-14,"2,948","2,690.00",Not Provided,2690,-0.09
2335,GJAKOVE,Supply,Municipal Budget,40,"""Furnizim me automjet te udhetareve""",2014,AUTO MITA,Prishtine,8-Oct-14,"13,000","11,840.00",Not Provided,11840,-0.09
2337,HANI I ELEZIT,Jobs,Municipal & National Budget,24,Shtrim me kubeza neper lagje dhe fshatra-sipas LOT-eve - LOT 1,2014,KEMA COMPANY SHPK,Lipjani,8-Aug-14,"25,000","22,765.00",0,22765,-0.09
2354,PRISHTINE,Jobs,Not Provided,12,"Mirembajtja e semaf, invertoreve dhe pajimeve akustike per te verberit ne qytetin e Prishtines",2014,EKO INVEST,Prishtine,8-Apr-14,"70,000","63,565.00",Not Provided,63565,-0.09
2363,FERIZAJ,Services,Not Provided,133,"Regullimi I oborrit te shkolles fil.""Abetarja"" ne fsh. Softaj.",2014,GANI COMPANY AG,Ferizaj,27-Oct-14,"10,000","9,064.00",Not Provided,9064,-0.09
2368,FERIZAJ,Jobs,Municipal Budget,32,Rregullimi i rrethojes se oborrit te Sh.F. _AbetarjaÓ- Softaj.,2014,DANI NSH,Ferizaj,29-Apr-14,"15,000","13,575.26",Not Provided,13575.26,-0.09
2384,VITI,Jobs,Not Provided,56,"Ndertimi i objektit te shkolles fillore""Njazi Rexhepi"" paralelja e ndare ne Sodovine te _erkezeve",2014,BRAHIMI & 100% DESIGN,Viti,28-Oct-14,"124,536","102,659.00","9,521.40",112180.4,-0.1
2397,FERIZAJ,Services,Municipal Budget,13,Bartja e nxenesve te shk.fill. ''Skenderbeu'' - paralelja e ndare ne lagjen Ugzmajli te fsh.Jezerc.,2014,FERMA JEZERCI NPT,Ferizaj,1-Apr-14,"2,000","1,800.00",Not Provided,1800,-0.1
2398,FERIZAJ,Services,Not Provided,123,Bartja e nxenesve me aftesi te kufizuara,2014,MINIBUS XHA,Prishtine,20-Oct-14,"6,000","5,400.00",Not Provided,5400,-0.1
2399,FERIZAJ,Services,Not Provided,124,"Bartja e nxenesve Te Lagjes se ""Uksmajleve"" dhe ""Agusheve"" te fsh.Jezerc derite shkolla dhe anasjelltas",2014,FERMA JEZERCI NPT,Ferizaj,20-Oct-14,"6,000","5,400.00",Not Provided,5400,-0.1
2400,PRISHTINE,Jobs,Not Provided,137,Rregullimi I parkut ne lagjen Dardania,2014,BELI & ELEKTROSTUBLLA,Prishtine,6-Jan-15,"100,000","89,999.08",Not Provided,89999.08,-0.1
2401,PRISHTINE,Supply,Not Provided,109,Furnizimi me makineri per pastrimin dhe mirembajtjen e qytetit,2014,AGRO BAU,Prishtine,17-Dec-14,"270,000","242,950.00",Not Provided,242950,-0.1
2404,VITI,Supply,Not Provided,50,"Furnizimi me ditar, libra pune,shkumesa dhe shpuza per nevojat e shkollave",2014,EDONA,Viti,2-Sep-14,"9,900","8,898.25",0,8898.25,-0.1
2411,PRISHTINE,Services,Not Provided,175,"Marrja ne shfrytzim e stendave dhe mater. Eksp. per organ.e panairit ""Blej Shqip"" me 27-28 nentor",2014,LIGHT DESIGN STUDIO,Prishtine,25-Nov-14,"10,000","8,970.00",Not Provided,8970,-0.1
2413,PRISHTINE,Jobs,Not Provided,163,Rregullimi i infrastruktures dhe trajtimi i mbeturinave te shkolla model,2014,REXHA,Prishtine,19-Feb-14,"75,000","67,230.65",Not Provided,67230.65,-0.1
2424,FERIZAJ,Jobs,Municipal Budget,41,Asfaltimi dhe rregullimi i trotuareve ne rrugen _Remzi HoxhaÓ.,2014,BAGERI NPSH,Ferizaj,27-May-14,"75,000","67,052.20",Not Provided,67052.2,-0.11
2428,FERIZAJ,Jobs,Not Provided,129,"Rregullimii kanalizimit fekal ne shkllen fi. ""Bilall Shala""",2014,ENISI NPSH,Ferizaj,24-Oct-14,"3,000","2,679.50",Not Provided,2679.5,-0.11
2431,HANI I ELEZIT,Services,Municipal Budget,41,"Projekti detal i renovimit, fasadimit te objektit te Komunes Hani I Elezit",2014,KOING NNP,Kacanik,12-Dec-14,"2,300","2,053.70",0,2053.7,-0.11
2439,FERIZAJ,Supply,Municipal Budget,11,"Furnizimi me material shpenzues per nevojat e administrates komunale,shkollave,QKMF,BZ, dhe QPS ne Ferizaj.",2014,LIBRI NTP,Ferizaj,21-Mar-14,"60,000","53,501.75",Not Provided,53501.75,-0.11
2443,PRISHTINE,Services,Not Provided,177,Organizimi I panairit dhe sigurimi I materialeve per realizimin e panairit,2014,CEO,Prishtine,25-Nov-14,"10,000","8,900.00",Not Provided,8900,-0.11
2447,PRISHTINE,Services,Not Provided,2,"Org.i manifestimeve me rastin e 17 shkurtit, Dites se Pavarsise",2014,LIGHT DESIGN STUDIO,Podujeve,14-Feb-14,"17,500","15,560.00",Not Provided,15560,-0.11
2450,PRISHTINE,Services,Not Provided,72,Servisimi I sistemit te klimatizimit ne Objektin e Komunes ne Arberi,2014,RAKETA,Prishtine,5-Aug-14,"5,000","4,445.00",Not Provided,4445,-0.11
2453,FERIZAJ,Jobs,Not Provided,79,Ndertimi I rruges prane stacionit te policise,2014,KOSOVA ASFALT NTS,Ferizaj,12-Aug-14,"75,500","67,080.00",Not Provided,67080,-0.11
2460,HANI I ELEZIT,Supply,National Budget,15,"Furnizim me material shtypi dhe shtypje te ndryshme sipas nevojave per Komunen, shkollat, shendetesine etj.",2014,STAR GRAF NTSH,Ferizaj,7-May-14,"6,200","5,500.00",0,5500,-0.11
2461,HANI I ELEZIT,Supply,National Budget,6,"Furnizim me material higjienik per administraten komunale, zjarrfiksat, shkollat, Agjensionin pyjor komunal dhe QKMF-Hani I Elezit - kontrate 1 vjecare",2014,ATLLAS NTP,Hani I Elezit,20-Mar-14,"6,500","5,763.99",0,5763.99,-0.11
2465,HANI I ELEZIT,Services,National Budget,31,Transporti I nxenesve te shkolles Ilaz Thaci (Kashan-Uji I Tharte-H.Elezit dhe Krivenik Hani I Elezit) - sherbime transporti te nxenesve mujore,2014,ARDI DPH,Hani I Elezit,29-Aug-14,"3,200","2,835.00",0,2835,-0.11
2486,FERIZAJ,Supply,Municipal Budget,9,Furnizimi me 10 serra per fermeret e Komunes se Ferizajt.,2014,METALIKU NZP,Gjilan,19-Mar-14,"60,000","52,883.50",Not Provided,52883.5,-0.12
2489,PRISHTINE,Supply,Not Provided,170,Furnizimi dhe montimi I kamerave ne shkollat e Prishtines,2014,E-CONECT,Prishtine,9-Jan-15,"16,700","14,699.00",Not Provided,14699,-0.12
2490,PRISHTINE,Jobs,Not Provided,76,Ndertimi I salles se edukates fizike dhe rekonstruimi I objektit te SHF Eqrem Qabej,2014,OLTI TRASING,Prishtine,29-Oct-14,"250,000","220,032.16",Not Provided,220032.16,-0.12
2492,GJAKOVE,Services,National Budget,49,_Rregullimi i ores se _Sahat KullesÓ,2014,ELTING ELETRONICS,Prishtine,8-Sep-14,"2,500","2,200.00",Not Provided,2200,-0.12
2498,PRISHTINE,Services,Not Provided,54,Montimi I skenes dhe pjeseve tjera teknike per manifestimine 21 Qershorit,2014,LIGHT DESIGN STUDIO,Podujeve,20-Jun-14,"9,900","8,700.00",Not Provided,8700,-0.12
2504,PRISHTINE,Supply,Not Provided,59,Furnizimi me nafte dhe derivate te naftes per nevojat e Komunes,2014,PETROL COMPANY,Prishtine,27-Nov-14,"250,000","218,870.00",Not Provided,218870,-0.12
2518,HANI I ELEZIT,Supply,National Budget,8,"Furnizim me uniforma per stafin e QKMF-se, Sigurimin fizik te komunes dhe punetoreve teknik te shf.Ilaz Thaci",2014,SANKOS SHPK,Kacanik,16-Apr-14,"2,000","1,745.00",0,1745,-0.13
2519,PRISHTINE,Services,Not Provided,189,"Sigurimi I automjeteve te Komunes,Institucioneve Komunale dhe Brigades se Zjarrfiseve",2014,KOSOVA E RE,Prishtine,24-Dec-14,"9,500","8,285.14",Not Provided,8285.14,-0.13
2543,GJAKOVE,Jobs,Municipal Budget,31,_Asfaltimi i rrugeve _F.S.NoliÓ dhe _Tefik _angaÓ Ó,2014,JOOS KRASNIQI BAZE,Junik,7-Aug-14,"30,760","26,440.00",Not Provided,26440,-0.14
2548,HANI I ELEZIT,Services,Municipal & National Budget,25,Shpimi I tokes per nxjerrjen e ujit te Varrezat e Deshmoreve,2014,RREZJA NTP,Suhareke,17-Sep-14,"6,000","5,146.00",0,5146,-0.14
2550,PRISHTINE,Supply,Not Provided,177,Meliorimi I livadheve dhe kullosave - Furnizimi me fare bari dhe pleh mineral,2014,AGRO KOP,Prishtine,20-Feb-14,"20,000","17,150.00",Not Provided,17150,-0.14
2552,FERIZAJ,Supply,Not Provided,77,"Furnizim me uniforma per punetoret e Administrates Komunale,Drejtorise .",2014,MELODFIA NPT,Ferizaj,6-Aug-14,"3,000","2,570.50",Not Provided,2570.5,-0.14
2556,GJAKOVE,Supply,Municipal Budget,29,_Furnizim me paisje per zyren e IT Ó,2014,KIBERNETIKA,Gjakove,26-Jun-14,"5,700","4,872.00",Not Provided,4872,-0.15
2566,HANI I ELEZIT,Supply,Municipal Budget,36,"Furnizim me material per ujesjelles, kanalizim, elektrifikim",2014,SFERA DPT,Hani I Elezit,13-Nov-14,"3,500","2,982.50",0,2982.5,-0.15
