ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Value,Price,Annex,Total,overun_%,clean_overun_%
2654,PRISHTINè,Supply,2,143,Furnizimi me dru per shkollat dhe BL te komunes - pjesa e I-re,2013,RUDINA NTP,Prishtine,10-Oct-13,50000,41088,0,41088,-0.18,-0.18
2655,HANI I ELEZIT,Supply,2,21,"Furnizim me dru per nevoja te komunes, shkollave dhe Ambulantes ne fsh.Gorance",2011,AHU NPT,Hani I Elezit,16-Sep-11,10000,8211,0,8211,-0.18,-0.18
2656,HANI I ELEZIT,Jobs,3,9,Punimi I kanalizimit fekal nga Hani I Elezit deri te Uji I Tharte,2011,ART PROJEKT NNP,Viti,5-Aug-11,130000,106731.4,0,106731.4,-0.18,-0.18
2657,PRISHTINè,Supply,2,132,Furnizimi me pajisje mjekesore per nevojat e sherbimit stomatologjik-QKMF,2012,EDI MED,Prishtine,14-Nov-12,45000,36920,Not Provided,36920,-0.18,-0.18
2658,FERIZAJ,Jobs,2,34,"Renovimi i shkolles ne fshatin Sazli, Komuna Ferizaj",2012,TAFA NTP,Lipjani,7-May-12,30000,24605.8,0,24605.8,-0.18,-0.18
2659,HANI I ELEZIT,Services,"1, 2",23,"Projektim dhe matje gjeodezike per rrugen e Pustenikut, kolektorin e kanalizimeve dhe projektin e prroit te Dimces",2012,GEODATA NPSH,Kacanik,14-Sep-12,10000,8200,0,8200,-0.18,-0.18
2660,VITI,Services,Unknown,46,Sherbimet e zerimit per nevojat e komunes,2014,ZUKA ZERIMI,Viti,9-Sep-14,5500,4510,0,4510,-0.18,-0.18
2661,PRISHTINè,Supply,2,123,Furnizimi me Inventar per shkolla dhe I. Parashkollore,2012,DUGLAS,Prishtine,29-Aug-12,150000,122965,Not Provided,122965,-0.18,-0.18
2662,GJAKOVè,Services,2,1,ÒPerzgjedhja e auditorit te jashtem per auditimin gjeneral per vitin kalendarik 2012 dhe vitin kalendarik 2013 Ó,2014,KANUNI I AUDITORIT,Istog,9-Jun-14,9500,7770,Not Provided,7770,-0.18,-0.18
2663,HANI I ELEZIT,Services,2,22,Riparimi dhe servisimi I vetures Toyota Runer (donacion nga MAPL),2013,BESA NSH,Ferizaj,9-Jul-13,3000,2452,0,2452,-0.18,-0.18
2664,PRISHTINè,Jobs,Unknown,17,Zgjerimi I ndriqimit publike ne Prishtine per vitin 2014,2014,ELECTRA NTSH,Prishtine,30-Jun-14,250000,204274.8,Not Provided,204274.8,-0.18,-0.18
2665,PRISHTINè,Services,2,4,Hartimi I projektit te rrugeve E dhe E1,2011,INFRA PLUS,Prishtine,21-Apr-11,6000,4900,Not Provided,4900,-0.18,-0.18
2666,HANI I ELEZIT,Services,2,27,"Botimi I librit ""Flakadanet e LirisÌÇ""",2012,SHTYPSHKRONJA ERA,Ferizaj,25-Sep-12,3000,2450,0,2450,-0.18,-0.18
2667,GJAKOVè,Supply,2,60,ÒFurnizim me lende djegese -peletÓ,2014,AGRO DRINIA,Prizren,18-Nov-14,3564,2910.6,Not Provided,2910.6,-0.18,-0.18
2668,PRISHTINè,Jobs,2,125,Ndertimi I rrugeve dhe kanalizimeve ne Prugovc,2011,ESKAVATORI COMPANY,Ferizaj,10-Aug-11,198000,161553.05,Not Provided,161553.05,-0.18,-0.18
2669,GJAKOVè,Jobs,2,37,ÒNdertimi i objektit te institucionit parashkollor ÒG.Terbeshi Ò _lokali Deve ne Komunen e Gjakoves Ó,2014,ERO PROJECT & ARHIKOING,Prishtine,15-Aug-14,188592.72,153738.46,Not Provided,153738.46,-0.18,-0.18
2670,GJAKOVè,Supply,1,17,ÒFurnizim me material per rrjetin elektrik ne projektin Trakaniq-Novoselle Ó,2013,ELMONT COM,Peje,20-May-13,23103,18826.6,Not Provided,18826.6,-0.19,-0.19
2671,PRISHTINè,Jobs,2,145,"Rikonstruimi i salles se edukates fizike ne SHMT ""28 Nentori""",2012,BREZI KUFITAR,Podujeve,4-Sep-12,65000,52875.4,Not Provided,52875.4,-0.19,-0.19
2672,PRISHTINè,Supply,2,2,Furnizimi me arka fiskale,2012,GEKOS,Prishtine,1-Mar-12,4000,3252.72,Not Provided,3252.72,-0.19,-0.19
2673,PRISHTINè,Jobs,2,84,Ndertimi I nenkalimit per kembesor tek Xhamia e Llapit,2011,FAKTOR - X,Suhareke,18-Jul-11,150000,121963.14,Not Provided,121963.14,-0.19,-0.19
2674,PRISHTINè,Jobs,2,154,Ndertimi i ndricimit ne rrugen mbi limin Prishtina ne Kalabri,2012,ELECTRA NTSH,Prishtine,10-Oct-12,180000,146293.75,Not Provided,146293.75,-0.19,-0.19
2675,HANI I ELEZIT,Supply,2,30,Furnizim me vitrinÌÇ per shkollen e mesme Dardania,2012,KALOSHI COMERCE NTP,Hani I Elezit,10-Oct-12,1500,1219,0,1219,-0.19,-0.19
2676,PRISHTINè,Services,2,233,Hartimi I projektit zbatues per pjesen afariste ne qytezen Pejton,2012,ALFA ING,Prishtine,13-Feb-12,30000,24363.5,Not Provided,24363.5,-0.19,-0.19
2677,PRISHTINè,Services,2,134,Sanimi I rrjedhjeve te ujit ne shkollen fillore Dardania,2011,RAKETA,Prishtine,22-Aug-11,10000,8120,Not Provided,8120,-0.19,-0.19
2678,PRISHTINè,Jobs,2,112,"Ndertimi i rruges ""Isa Kastrati"" - faza e trete",2013,EUROPA PARTNERS,Podujeve,7-Aug-13,683000,554550.74,0,554550.74,-0.19,-0.19
2679,FERIZAJ,Jobs,1,54,"Afaltimi i unazes ne fshatin Pojate,Komuna Ferizaj",2014,STRASSEN & TIEFBAU NNP,Ferizaj,20-Jun-14,80208,65122.55,Not Provided,65122.55,-0.19,-0.19
2680,PRISHTINè,Supply,"1, 2",5,Furnizimi me xhama per shkollat dhe I. Parashkollore,2010,OLTI TRASING,Prishtine,24-May-10,18000,14611,Not Provided,14611,-0.19,-0.19
2681,PRISHTINè,Jobs,"1, 2",137,Ndertimi I rruges ne Arberi (prapa Ambasades Amerikane),2010,NOTI,Prishtine,18-Aug-10,30000,24346.5,Not Provided,24346.5,-0.19,-0.19
2682,PRISHTINè,Jobs,Unknown,198,Sanimi I rrugeve me zhavor,2014,JAHA COMPANY,Prishtine,12-Mar-14,60000,48681,Not Provided,48681,-0.19,-0.19
2683,VITI,Jobs,Unknown,48,Rekonstruimi i rruges alternative ne Stubell te Eperme,2013,OSHP,Not Provided,N/A,85000,68885.01,0,68885.01,-0.19,-0.19
2684,PRISHTINè,Jobs,2,110,Rikonstruimi dhe gelqerosja e disa shkollave - grupi i pare -pjesa e II-te,2013,BENI CONSTRUCTION NN,Viti,22-Jul-13,114666,92897.5,0,92897.5,-0.19,-0.19
2685,HANI I ELEZIT,Services,2,11,"Mirembajtja dhe servisimi I veturave te QKMF-se Hani I Elezit (Mercedes Sprinter, Renault Master)- kontrate 1 vjeÌ_are",2014,BESA NSH,Ferizaj,4-Apr-14,2500,2025,0,2025,-0.19,-0.19
2686,PRISHTINè,Jobs,2,230,Ndertimi i murit mbrojtes ne rrugen Behar Begolli,2013,AL TRADE SHPK,Prishtine,25-Feb-13,45000,36414.48,0,36414.48,-0.19,-0.19
2687,PRISHTINè,Jobs,2,166,Zgjerimi i ndriqimit publik ne 3 fshatra dhe pastrimi i varrezave ortodokse,2013,TERMOMONTIMI,Prishtine,15-Nov-13,50000,40455,0,40455,-0.19,-0.19
2688,PRISHTINè,Jobs,2,135,"Ndertimi dhe sanimi me zhavor i rrugeve ne fshatrat Koliq, Prap. Dabishec",2013,TOIFOR,Prishtine,28-Aug-13,117000,94652.55,0,94652.55,-0.19,-0.19
2689,PRISHTINè,Jobs,"1, 2",185,Ndertimi I ndriqimit publik ne rruget rreth stadioumit futbollistik,2010,EL TRAFOMONT,Prishtine,8-Nov-10,50000,40403.7,Not Provided,40403.7,-0.19,-0.19
2690,GJAKOVè,Jobs,2,64,ÒAdaptimi i qendres emergjente dhe ventilimi-klimatizimi i QKMF-se Ó,2013,LINDI & PMN,Prishtine,20-Nov-13,98211,79305.27,Not Provided,79305.27,-0.19,-0.19
2691,VITI,Jobs,Unknown,17,Ndertimi i shkolles fillore ne fshatin Ballance,2012,INGINIERING,Viti,25-Feb-12,127000,102471.4,0,102471.4,-0.19,-0.19
2692,PRISHTINè,Jobs,2,113,"Ndertimi I rrugeve Deshm.e Marecit, B.Shala dhe platos prapa rrug. R.Dol",2011,NOTI,Prishtine,11-Jul-11,150000,120975,Not Provided,120975,-0.19,-0.19
2693,PRISHTINè,Supply,"1, 2",75,Furnizimi me material didaktik per shkolla,2010,DIDAKTIKA,Prishtine,21-Oct-10,70000,56436.28,Not Provided,56436.28,-0.19,-0.19
2694,PRISHTINè,Jobs,2,121,"Pastrimi i shtratit , portat e lumenjeve dhe kolektorit atmosferik",2012,NDERTIMTARI,Podujeve,18-Sep-12,90000,72531.5,Not Provided,72531.5,-0.19,-0.19
2695,VITI,Jobs,Unknown,24,Asfaltimi i rruges Verbovc-Podgorc,2013,COMPANY ZUKA COMMERCE,Gjilan,18-Jun-13,210000,165668.01,3464,169132.01,-0.19,-0.19
2696,PRISHTINè,Jobs,Unknown,150,Ndertimi I parkingut ne hyrje te parkut te Germis dhe montimi I kamerave LOTO I,2014,EING COM,Podujeve,5-Dec-14,60000,48284,Not Provided,48284,-0.2,-0.2
2697,FERIZAJ,Jobs,1,147,Rregullimi i oborrit te teatrit te qytetit ne Ferizaj,2011,EURO GARTEN,Lipjani,17-Oct-11,29500,23728.3,0,23728.3,-0.2,-0.2
2698,VITI,Jobs,Unknown,30,"Nderrimi i dyerve dhe dritareve ne shkollen fillore ""Ndre Mjeda"" ne Kabash",2012,ENGEENERING,Viti,18-Jun-12,59596.05,47931.16,0,47931.16,-0.2,-0.2
2699,PRISHTINè,Jobs,2,156,Rikonstruimi i disa rrugeve ne Bregun e Diellit,2013,ALLE PROJEKT,Prishtine,2-Oct-13,282000,226707.5,0,226707.5,-0.2,-0.2
2700,PRISHTINè,Jobs,2,111,Rikonstruimi dhe gelqerosja e disa shkollave - grupi i dyte - pjesa e II-te,2013,LLAMARINA,Podujeve,22-Jul-13,165000,132564.5,0,132564.5,-0.2,-0.2
2701,HANI I ELEZIT,Services,"1, 2",2,Miremebjatja dhe servisimi I veturave te administrates komunale,2014,BESA NSH,Ferizaj,24-Feb-14,5000,4017,0,4017,-0.2,-0.2
2702,PRISHTINè,Supply,2,225,"Furnizimi me material elektrik, hidrosaniatar dhe mjete te punes-pjesa eI-re",2013,EL SHPETIMI NT,Podujeve,1-Feb-13,5000,4016.95,0,4016.95,-0.2,-0.2
2703,PRISHTINè,Services,Unknown,49,Organizimi I dhe realizimi I programit per diten e 11 Qershorit - Dita e clirimit - pjesa teknike,2014,SOUNUS,Prishtine,10-Jun-14,7500,6020,Not Provided,6020,-0.2,-0.2
2704,PRISHTINè,Jobs,2,253,Rikonstruimi i rruges ne Grashtice - lagja e Ajeteve,2013,NENTE VELLEZEREIT,Prishtine,27-Feb-13,150000,120349.5,0,120349.5,-0.2,-0.2
2705,PRISHTINè,Supply,2,250,Furniz. dhe mont. i tri nyjeve semaforike si dhe sistemit te monitorimit-pj II-te,2013,EKO INVEST,Prishtine,14-Jun-13,60000,48100,0,48100,-0.2,-0.2
2706,PRISHTINè,Jobs,2,238,"Ndertimi i trotuareve ne Prugovc lagja 2,3,4,5",2013,ABC,Podujeve,20-Feb-13,100000,80166,0,80166,-0.2,-0.2
2707,PRISHTINè,Jobs,2,242,Pastrimi i mbetjeve ndertimore gjate ter vitit 2013,2013,DARDANIA,Prishtine,6-Feb-13,100000,80145,0,80145,-0.2,-0.2
2708,PRISHTINè,Jobs,"1, 3",12,"Ndertimi I aneksit te shkolles ""Dardania""",2010,NENTE VELLEZEREIT,Prishtine,31-Mar-10,250000,200223.37,Not Provided,200223.37,-0.2,-0.2
2709,PRISHTINè,Services,"1, 2",104,Pjesmarrja ne festivalin Nderkombetar te Femijeve ne Turqi,2010,AZIZI,Vushtrri,14-Jul-10,5000,4000,Not Provided,4000,-0.2,-0.2
2710,PRISHTINè,Services,2,39,Transporti I nxense ne relacionin Prishtine-Llapnasell - kornize,2011,BESART COM,Prishtine,31-May-11,10000,8000,Not Provided,8000,-0.2,-0.2
2711,PRISHTINè,Services,2,38,Ofrimi I sherbimeve te mbikqyrjes dhe pranimit teknike te proj. te Komunes,2012,IC CONSULTING,Prishtine,29-Jun-12,100000,80000,Not Provided,80000,-0.2,-0.2
2712,PRISHTINè,Supply,2,78,Perkrahja e fermereve ne shpeztari,2012,FAUNA NTSH,Gjilan,8-Aug-12,30000,24000,Not Provided,24000,-0.2,-0.2
2713,PRISHTINè,Services,2,144,Transporti i nxenesve dhe arsimtareve per vitin shkollor 2013/2014,2013,Not Provided,Prishtine,1-Oct-13,350000,280000,0,280000,-0.2,-0.2
2714,PRISHTINè,Supply,2,212,Furnizimi me material higjenik dhe edukativ per I. Parashkollore - Pj. I-re,2012,PASHTRIKU,Prishtine,14-Dec-12,30000,23991.81,Not Provided,23991.81,-0.2,-0.2
2715,VITI,Jobs,Unknown,10,Zgjerimi dhe shtrurja me zhavor e trotuarit nga Fshati i Ri- Ramjan,2012,EUROTRANS,Gjilan,21-May-12,70000,55979.05,0,55979.05,-0.2,-0.2
2716,PRISHTINè,Jobs,2,82,Sinjalizimi horizontal dhe vertikal ne qytetitin dhe fshatrat e Prishtines - Ire,2013,RSM COMPANY,Prishtine,18-Jun-13,150000,119679,0,119679,-0.2,-0.2
2717,PRISHTINè,Jobs,2,246,Ndertimi i rruges Trepca,2013,CONEX GROUP SHPK,Prishtine,19-Mar-13,700000,558195.33,0,558195.33,-0.2,-0.2
2718,HANI I ELEZIT,Jobs,2,38,Punimi I ujesjellsit Ura e Ranave deri te shkolla Dardania,2012,TRE COMPANY SHPK,Hani I Elezit,19-Nov-12,10000,7970,Not Provided,7970,-0.2,-0.2
2719,VITI,Jobs,Unknown,75,Ndertimi i kanalizimit ne fshatin Sadovine e Jerlive.,2011,VIZIONI BD,Viti,26-Nov-11,28498,20770.76,1933,22703.76,-0.2,-0.2
2720,HANI I ELEZIT,Supply,2,60,"Furnzim me material per shtypje te ndryshme sipas nevojave per Komunen, Shkollat, shendetesine etj.",2013,STAR GRAF NPSH,Ferizaj,17-Dec-13,5000,3980.5,0,3980.5,-0.2,-0.2
2721,PRISHTINè,Supply,"1, 2",6,Furnizimi me perde per objektin e ri komunal,2010,METALI,Pozharan,12-Apr-10,20000,15919.8,Not Provided,15919.8,-0.2,-0.2
2722,HANI I ELEZIT,Jobs,"1, 2, 3",1,Shtrim me kubeza betoni nga Shkolla fillore Ilaz ThaÌ_i deri te Dheu I bardhe,2014,KRAS SHPK,Hani I Elezit,16-Apr-14,78000,62065.35,0,62065.35,-0.2,-0.2
2723,PRISHTINè,Services,"1, 2",120,Trajnimi- perkrahja e fermereve ne pemtari,2010,QENDRA ZHR,Prishtine,2-Dec-10,20000,15910,Not Provided,15910,-0.2,-0.2
2724,VITI,Jobs,Unknown,57,Ndertimi i objektit per shoqaten e gjahtareve,2011,ANRA SHPK,Prishtine,3-Oct-11,15000,11931,0,11931,-0.2,-0.2
2725,PRISHTINè,Jobs,Unknown,167,Rikonstruimi dhe renovimi I shkolles se mesme Sh.Gjeqovi,2014,PERSPEKTIVA,Kamenice,30-Dec-14,21645.98,17200,Not Provided,17200,-0.21,-0.21
2726,PRISHTINè,Supply,2,203,Furnizimi dhe montimi I perdeve,2013,GENCI ROL,Prishtine,11-Dec-13,3000,2382.97,0,2382.97,-0.21,-0.21
2727,VITI,Jobs,Unknown,76,Furnizimi me montimi i tarfostacioneve ekektrike,2011,BAGDAT NTSH,Viti,5-Dec-11,13000,10320.2,0,10320.2,-0.21,-0.21
2728,GJAKOVè,Jobs,3,57,"""Ndertimi i ures ne fshatin Firze""",2013,VIZION PLUS & INFRASTRUKTURA,Gjakove,4-Nov-13,11306.3,8975.54,Not Provided,8975.54,-0.21,-0.21
2729,PRISHTINè,Services,Unknown,78,Pastrimi dhe mirembajtja e objekteve shkollore te shkollave te mesme,2014,BENI,Suhareke,27-Nov-14,180000,142873.44,Not Provided,142873.44,-0.21,-0.21
2730,HANI I ELEZIT,Jobs,"1, 2",26,Shtrimi me kubeza betoni per disa rrugica te Hanit te Elezit,2011,EURO PARKU NTP,Ferizaj,16-Nov-11,28000,22216.5,0,22216.5,-0.21,-0.21
2731,PRISHTINè,Jobs,2,203,"Renovimi i objektit Shtepi Bibliotek ""Hyvzi Sylejmani""",2012,BREZI KUFITAR,Podujeve,19-Dec-12,50000,39626.5,Not Provided,39626.5,-0.21,-0.21
2732,PRISHTINè,Jobs,"1, 2",8,Ndricimi dhe zerimi I teatrit Dodona,2010,OLTI TRASING,Prishtine,12-May-10,30000,23770.35,Not Provided,23770.35,-0.21,-0.21
2733,PRISHTINè,Services,2,22,Mirembajtja e repetitorit dhe radiolidhjeve te Komunes dhe te shkollave,2012,PROFESIONAL ALARM,Prishtine,17-Apr-12,25000,19800,Not Provided,19800,-0.21,-0.21
2734,PRISHTINè,Jobs,2,35,Ndertimi i rruges Enver Maloku - pjesa e I-re,2013,BENI COM,Prishtine,18-Oct-13,1500000,1187768.19,0,1187768.19,-0.21,-0.21
2735,PRISHTINè,Supply,2,240,Furnizimi me kompresor per mbushjen me oksigjen te bombolave te ajrit,2011,TEKNIKU,Gjakove,30-Dec-11,60000,47490,Not Provided,47490,-0.21,-0.21
2736,FERIZAJ,Services,"1, 2",35,Mirembajtja dhe servisimi I aparatures mjekesore dhe karrig. Stomat. Ne QKMF,2013,MEKATRONIKA NPSH,Ferizaj,10-May-13,7000,5534,Not Provided,5534,-0.21,-0.21
2737,HANI I ELEZIT,Services,1,10,Projektimi I qendres per sherbim te qytetareve ne administraten komunale dhe aneks-shkolla e fsh.Seqishte,2013,KOING NNP,Kacanik,25-Apr-13,2000,1581,0,1581,-0.21,-0.21
2738,PRISHTINè,Jobs,2,17,Asfaltimi i rruges te shkolla ne fshatin Gllogovice,2013,BAGERI NPSH,Ferizaj,20-Mar-13,125000,98715.66,0,98715.66,-0.21,-0.21
2739,PRISHTINè,Services,2,1,Past.i obj. te shk. se gjelbert dhe anekseve te shk.fillore N.F - kornize,2011,MSS,Prishtine,3-May-11,50000,39476.16,Not Provided,39476.16,-0.21,-0.21
2740,PRISHTINè,Supply,2,112,Furnizimi me uje per testet e shkollave,2011,INTER EMINEX,Prishtine,3-Jun-11,2000,1577.38,Not Provided,1577.38,-0.21,-0.21
2741,PRISHTINè,Jobs,2,93,Ngjyrosja e disa zyreve te komunes - ish zyreve te katastrit,2011,KRAPI COM,Prishtine,14-Jun-11,3000,2366,Not Provided,2366,-0.21,-0.21
2742,PRISHTINè,Services,Unknown,186,Manifestimet kulturore me rastin e 28 Nentorit - Dites se flamurit - pjesa realizuese,2014,LIGHT DESIGN STUDIO,Prishtine,25-Nov-14,10000,7880,Not Provided,7880,-0.21,-0.21
2743,PRISHTINè,Supply,2,171,Furnizimi me perde per Institucionet shkollore te Prishtines,2011,ENTERIER - P,Mitrovice,29-Sep-11,20000,15750,Not Provided,15750,-0.21,-0.21
2744,VITI,Supply,Unknown,30,Furnizimi me barna per nevojat e QKMF-s,2013,MADE KOS,Prishtine,23-Jul-13,20000,15750,0,15750,-0.21,-0.21
2745,PRISHTINè,Supply,2,58,Furnizimi me dy autoambulanca me pajisje mjekesore per nevojat e QMF,2013,DELFIN,Prishtine,18-Jun-13,120000,94499.5,0,94499.5,-0.21,-0.21
2746,PRISHTINè,Supply,2,236,Furnizimi dhe montimi i gomave dhe me bateri per automjetet e Komunes,2011,EURO DELTA NTSH,Fushe Kosove,12-Dec-11,20000,15749.6,Not Provided,15749.6,-0.21,-0.21
2747,PRISHTINè,Jobs,"1, 2",41,Ndertimi I kanalizimit ne Barileve,2010,ABC,Podujeve,26-Apr-10,200000,157330.36,Not Provided,157330.36,-0.21,-0.21
2748,VITI,Jobs,Unknown,45,Ndertimi i shkolles fillore Njazi Rexhepi- Sllatine e Eperme (faza e dyte),2012,BENI CONSTRUCTION NN,Viti,1-Sep-12,205079.03,161263.79,0,161263.79,-0.21,-0.21
2749,GJAKOVè,Jobs,2,12,ÒRethimi i oborrit dhe ndertimi i terrenit sportiv ne gjimnazin ÒA.BerishaÓ ne Rogove Ó,2013,EUROASPHALT,Gjakove,2-May-13,98244.08,77222.79,Not Provided,77222.79,-0.21,-0.21
2750,PRISHTINè,Supply,"2, 3",131,Furnizimi me tren turistik parkun e Germise,2013,EKO INVEST,Prishtine,8-Oct-13,125000,98249,0,98249,-0.21,-0.21
2751,VITI,Jobs,Unknown,62,Ndertimi i kanalizimit ne fshatin Kabash,2011,HAJRUSHI,Viti,26-Oct-11,107995,84765.82,0,84765.82,-0.22,-0.22
2752,PRISHTINè,Supply,2,237,"Furnizimi me material higjenik, uj dhe vegla pune per shkolla",2012,EL SHPETIMI NT,Podujeve,1-Feb-12,60000,46966.87,Not Provided,46966.87,-0.22,-0.22
2753,GJAKOVè,Jobs,1,55,ÒNdertimi _ asfaltimi i rruges ne fshatin Popoc _ Rruga e Deshmoreve - ÒLagja AhmatajÓ Ó,2013,EUROASPHALT,Gjakove,28-Oct-13,82222.47,64208.31,Not Provided,64208.31,-0.22,-0.22
2754,PRISHTINè,Jobs,"1, 3",10,"Ndertimi I aneksit te shkolles ""Gjergj Fishta""",2010,BEDI NDERTON,Podujeve,25-Mar-10,300000,234138.16,Not Provided,234138.16,-0.22,-0.22
2755,FERIZAJ,Jobs,1,26,LOT-II- Rregullimi i nxemjes qendrore ne Sh.F. ÒLiman RekaÓ Prelez i Muhaxhereve.,2014,N.P.I.E TERMOINSTAL,Suhareke,22-Apr-14,16000,12483.4,Not Provided,12483.4,-0.22,-0.22
2756,PRISHTINè,Services,2,233,Vlersimi strategjik mjedisor per Komunen e Prishtines,2013,INTEGRAL,Kline,13-Feb-13,10000,7800,0,7800,-0.22,-0.22
2757,PRISHTINè,Supply,2,148,Furnizimi me inventar per nevojat e Institucionet Shendetsore dhe sociale,2012,DUGLAS,Podujeve,18-Sep-12,70000,54546,Not Provided,54546,-0.22,-0.22
2758,PRISHTINè,Jobs,"1, 2",163,Ndertimi I murit mbrojtes ne rrugen Gjon Sereqi,2010,EURO BESI,Prishtine,13-Sep-10,15000,11676,Not Provided,11676,-0.22,-0.22
2759,PRISHTINè,Jobs,Unknown,103,Pastrimi dhe lyerja e kthinave,2014,GLOBAL ING,Podujeve,4-Sep-14,9617,7476.7,Not Provided,7476.7,-0.22,-0.22
2760,PRISHTINè,Jobs,2,164,Asfaltimi i rrugeve ne Rimanishte (lagja Balaj) dhe Dabishevc (lagj. Sjarinet),2013,BAGERI NPSH & GASHI IN,Ferizaj,8-Oct-13,225000,174897.9,0,174897.9,-0.22,-0.22
2761,FERIZAJ,Supply,1,86,Furnizim me elektromaterial per nevojat e Komunes se Ferizajt dhe institucioneve te tjera nen menaxhim te Komunes,2011,INTERSHPED SHPK,Ferizaj,19-Jul-11,3312,2572.4,0,2572.4,-0.22,-0.22
2762,PRISHTINè,Jobs,Unknown,108,Renovimi I nyjeve sanitare dhe zhveshtoreve,2014,ANITA COM,Suhareke,4-Sep-14,9729.2,7531,Not Provided,7531,-0.23,-0.23
2763,PRISHTINè,Services,"1, 2",229,Servisimi I gjeneratorve,2010,FIDEA,Prishtine,30-Nov-10,10000,7738,Not Provided,7738,-0.23,-0.23
2764,HANI I ELEZIT,Services,1,33,Meremetimi I rruges se Pustenikut nga Lagja Meliq deri te Varrezat e Deshmoreve,2011,DINO SHPK,Lipjani,10-Oct-11,4500,3480,0,3480,-0.23,-0.23
2765,PRISHTINè,Jobs,2,182,Ndertimi I QMF ne lagjen e Muhaxherve te Prishtines,2013,AL TRADE SHPK,Prishtine,19-Nov-13,631405,487986.93,0,487986.93,-0.23,-0.23
2766,HANI I ELEZIT,Services,2,55,"Projektimi detal I objektit komunal (meremetim, ujesjslles, elektrik etj)",2011,ELEGANCA NTSH,Viti,8-Dec-11,3500,2703.11,0,2703.11,-0.23,-0.23
2767,HANI I ELEZIT,Services,2,28,Transporti i nxenesve Ekskursion neper Kosove,2013,ARBENI TOURS NT,Ferizaj,2-Sep-13,2000,1540,0,1540,-0.23,-0.23
2768,PRISHTINè,Jobs,Unknown,147,Rikonstruimi dhe zgjerimi I ndricimit publik ne Prishtine per vitin 2014 faza e II,2014,ELECTRA NTSH,Prishtine,21-Nov-14,145000,111648.2,Not Provided,111648.2,-0.23,-0.23
2769,KACANIK,Supply,2,88,Furnizim me inventar per nevojat e Administrates Komunale,2013,ELAN INZHINJERING NNT,Ferizaj,10-Dec-13,3245,2498,Not Provided,2498,-0.23,-0.23
2770,PRISHTINè,Supply,2,160,Furnizimi me inventar per shtepizat e femijeve ne Germi,2011,DUGLAS,Podujeve,1-Sep-11,20000,15390,Not Provided,15390,-0.23,-0.23
2771,GJAKOVè,Jobs,3,71,"""Ndertimi i parkut ne qender te qytetit""",2012,MONTKOMERCE,Gjakove,24-Oct-12,80000,61536.4,Not Provided,61536.4,-0.23,-0.23
2772,PRISHTINè,Services,2,206,Ndryshimi dhe plotesimi i planit rregullativ te lagjes Lakrishte,2013,IMPACT SHPK,Shtime,12-Mar-13,35000,26910,0,26910,-0.23,-0.23
2773,FERIZAJ,Jobs,1,57,Ndertimi i Qendres se mjekesise Familjare ne fshatin Komogllave-Ferizaj,2014,IMPACT SHPK,Ferizaj,25-Jun-14,130000,99951,Not Provided,99951,-0.23,-0.23
2774,PRISHTINè,Supply,2,214,Furnizimi me pajisje Teknologjise Informative per nevojat e QPS,2013,REA COMERCE,Prishtine,15-Feb-13,19200,14748,0,14748,-0.23,-0.23
2775,PRISHTINè,Services,2,146,Ndryshimi dhe plotesimi i planit rregullativ Kalabria,2013,URBAN PLUS NPSH,Prishtine,7-Mar-13,100000,76800,0,76800,-0.23,-0.23
2776,VITI,Services,Unknown,6,Mirmbatja verore dhe dimrore te rrugeve ne teritorin e Komunes se Vitise,2011,HAJRUSHI,Viti,13-Jun-11,76538,58724,0,58724,-0.23,-0.23
2777,HANI I ELEZIT,Supply,2,8,Furnizim me medikamente per QKMF-Hani I Elezit,2013,ATOM MED NTSH,Ferizaj,14-May-13,6000,4600,0,4600,-0.23,-0.23
2778,VITI,Supply,Unknown,8,Furnizimi me tonera per nevojat e admnistrates,2014,CONNECT,Ferizaj,1-Apr-14,9990,7651.1,0,7651.1,-0.23,-0.23
2779,PRISHTINè,Jobs,Unknown,180,Ndertimi I rruges Naser Hajrizi,2014,TOIFOR,Prishtine,6-Jan-15,169590.4,129873.7,Not Provided,129873.7,-0.23,-0.23
2780,HANI I ELEZIT,Supply,2,20,Furnizim me material ushqimor dhe pije te ndryshme per nevojat e administrates komunale,2014,PRENI COMERCE DPT,Hani I Elezit,6-Jun-14,2500,1912.05,0,1912.05,-0.24,-0.24
2781,PRISHTINè,Services,2,36,Projekti i veterines mobile,2012,SPANA,Prishtine,12-Apr-12,34000,26000,Not Provided,26000,-0.24,-0.24
2782,HANI I ELEZIT,Jobs,"2, 3",10,Shtrimi me kubeza betoni nga Lagjja e Krasniqeve deri te shkolla Keshtjella e DiturisÌÇ,2012,ZUKA COMERCE SHPK,Gjilan,28-Jun-12,39000,29724,0,29724,-0.24,-0.24
2783,PRISHTINè,Jobs,"1, 2",33,Pastrimi dhe larja e rrugeve e trotuareve - pjesa e III-te,2010,TOIFOR,Prishtine,2-Apr-10,90000,68567.68,Not Provided,68567.68,-0.24,-0.24
2784,VITI,Jobs,Unknown,27,Riparimi i rrugeve bujqesore,2011,VISION PROJECT,Gjilan,11-Jul-11,60000,45680,0,45680,-0.24,-0.24
